url,label,xml_id
https://cynthiaheider.github.io/source_material/jpgs/0204_0032_web.jpg,Page 15 recto,fol15r
https://cynthiaheider.github.io/source_material/jpgs/0204_0033_web.jpg,Page 15 verso,fol15v
https://cynthiaheider.github.io/source_material/jpgs/0204_0034_web.jpg,Page 16 recto,fol16r
https://cynthiaheider.github.io/source_material/jpgs/0204_0035_web.jpg,Page 16 verso,fol16v
https://cynthiaheider.github.io/source_material/jpgs/0204_0036_web.jpg,Page 17 recto,fol17r
https://cynthiaheider.github.io/source_material/jpgs/0204_0037_web.jpg,Page 17 verso,fol17v
https://cynthiaheider.github.io/source_material/jpgs/0204_0038_web.jpg,Page 18 recto,fol18r
https://cynthiaheider.github.io/source_material/jpgs/0204_0039_web.jpg,Page 18 verso,fol18v
https://cynthiaheider.github.io/source_material/jpgs/0204_0040_web.jpg,Page 19 recto,fol19r
